part,condition,subject_id,item_id,RT,P1,N170,N400
II,Naive,sub-24,63,2274,27.762,12.634,1.580
II,Naive,sub-24,105,2007,8.788,2.247,0.274
II,Excl_informed,sub-24,106,2007,11.066,3.470,-0.700
II,Informed,sub-24,113,1694,24.351,3.965,-5.154
II,Excl_informed,sub-24,19,1340,15.949,12.756,-2.519
II,Naive,sub-24,68,1191,8.773,4.745,5.747
II,Naive,sub-24,103,1675,13.179,7.238,-9.246
II,Excl_informed,sub-24,120,2500,2.325,1.542,-4.001
III,Excl_naive,sub-24,65,1500,23.244,4.921,0.277
III,Excl_informed,sub-24,106,1089,11.957,1.842,-4.667
III,Naive,sub-24,43,964,21.686,11.396,-5.412
III,Informed,sub-24,118,610,14.904,3.118,-2.971
III,Excl_naive,sub-24,73,814,21.319,14.743,-3.461
III,Naive,sub-24,103,559,14.467,1.178,1.383
III,Informed,sub-24,107,1099,23.857,11.636,-0.131
III,Excl_known,sub-24,84,610,15.688,8.588,3.688
III,Excl_informed,sub-24,19,813,10.835,7.814,-2.759
III,Excl_informed,sub-24,120,1360,17.617,6.773,-1.501
III,Naive,sub-24,63,923,-0.249,-2.813,1.956
III,Informed,sub-24,86,674,18.277,13.793,1.185
III,Informed,sub-24,88,1001,10.784,10.047,-5.985
III,Excl_naive,sub-24,45,863,16.622,5.976,-6.313
III,Informed,sub-24,117,1076,8.768,2.221,-3.543
III,Excl_naive,sub-24,34,1189,16.942,7.614,-0.113
III,Informed,sub-24,80,816,8.732,3.991,-4.860
III,Naive,sub-24,35,833,16.983,7.860,-5.133
III,Naive,sub-24,68,809,10.881,0.625,-1.693
III,Naive,sub-24,4,1260,14.691,3.222,-1.636
III,Naive,sub-24,93,1395,14.713,1.200,-3.912
III,Excl_known,sub-24,38,1448,5.122,-6.328,-5.446
III,Excl_naive,sub-24,94,1036,15.088,5.186,-1.370
III,Naive,sub-24,105,1409,17.075,-3.353,-0.396
III,Informed,sub-24,30,588,23.334,17.840,-0.824
III,Informed,sub-24,113,740,18.068,10.887,-0.941
III,Informed,sub-24,57,959,18.177,5.649,2.175
III,Excl_naive,sub-24,100,803,17.207,9.572,-10.509
II,Informed,sub-24,83,1854,13.785,1.377,-2.002
II,Excl_informed,sub-24,90,2350,15.269,6.360,-2.535
II,Informed,sub-24,112,1498,13.722,7.897,-4.473
II,Excl_naive,sub-24,62,2116,16.626,0.987,-6.514
II,Naive,sub-24,40,2006,20.287,9.627,-8.381
II,Informed,sub-24,47,1766,12.234,-2.964,-3.463
II,Excl_known,sub-24,96,2554,25.284,18.425,-2.118
II,Informed,sub-24,114,1137,10.531,1.912,0.078
II,Informed,sub-24,108,2466,-3.756,3.399,1.815
II,Naive,sub-24,74,1693,13.913,5.215,-0.422
II,Naive,sub-24,95,2206,11.073,4.643,0.406
II,Naive,sub-24,9,2138,12.297,10.693,-1.260
II,Informed,sub-24,119,763,18.413,7.610,-8.099
II,Naive,sub-24,13,2130,14.446,5.009,0.383
II,Informed,sub-24,89,1981,10.009,6.178,-0.580
II,Informed,sub-24,79,2004,13.897,4.343,2.135
II,Excl_known,sub-24,53,1212,9.528,-0.150,1.211
II,Excl_naive,sub-24,41,2366,16.996,4.760,1.423
II,Informed,sub-24,58,2179,15.683,7.962,-2.645
II,Excl_known,sub-24,10,2443,16.045,6.351,-2.933
II,Informed,sub-24,81,2161,13.555,4.143,-6.465
II,Informed,sub-24,21,2027,10.893,6.070,-4.393
II,Naive,sub-24,44,1516,6.426,4.906,0.084
II,Naive,sub-24,97,1989,10.706,5.862,-4.079
II,Excl_informed,sub-24,25,2152,26.891,12.532,-7.690
II,Excl_naive,sub-24,6,2107,11.110,11.942,-7.141
II,Excl_naive,sub-24,99,2173,11.467,16.174,-0.373
II,Informed,sub-24,77,2425,12.347,8.605,-6.924
II,Naive,sub-24,3,2140,6.253,6.320,-1.014
III,Naive,sub-24,44,1762,7.515,5.920,-9.873
III,Informed,sub-24,79,812,21.995,9.614,-7.190
III,Informed,sub-24,89,709,22.441,17.474,-4.173
III,Naive,sub-24,74,760,8.468,1.414,-6.667
III,Naive,sub-24,9,649,14.838,5.102,-5.378
III,Informed,sub-24,112,1089,18.070,11.951,-7.464
III,Excl_naive,sub-24,41,1024,16.159,6.843,-3.672
III,Excl_naive,sub-24,62,774,23.893,13.297,-3.361
III,Naive,sub-24,3,1120,16.523,14.037,2.833
III,Informed,sub-24,21,766,20.929,9.259,0.711
III,Excl_naive,sub-24,71,1212,16.312,17.810,-8.154
III,Informed,sub-24,114,2232,21.712,14.166,-8.519
III,Excl_naive,sub-24,6,545,23.010,11.258,-11.486
III,Informed,sub-24,119,607,17.101,13.543,-3.301
III,Informed,sub-24,83,1311,21.651,9.862,-8.460
III,Excl_naive,sub-24,99,1070,15.194,9.666,-6.571
III,Informed,sub-24,58,769,14.214,1.894,2.507
III,Excl_informed,sub-24,90,1645,-1.825,-6.335,-4.861
III,Excl_known,sub-24,96,910,17.195,11.248,-7.849
III,Excl_known,sub-24,53,622,13.295,4.177,0.420
III,Excl_informed,sub-24,25,846,14.671,11.280,3.639
III,Naive,sub-24,40,860,13.383,-4.084,2.219
III,Naive,sub-24,95,877,9.654,10.088,-5.538
III,Naive,sub-24,13,763,21.687,15.833,-7.926
III,Excl_known,sub-24,10,824,12.636,13.876,-4.626
III,Informed,sub-24,47,1176,14.487,0.934,-0.307
III,Naive,sub-24,97,1016,17.705,8.263,1.951
